,hashed_user_id,event_date,event_type,params
115,28,2025-02-17,cart.shown,{}
116,28,2025-02-17,checkout.shown,{}
117,28,2025-02-17,order.created,"{""order_id"": null}"
118,29,2025-02-26,main_page.shown,{}
119,30,2025-02-07,main_page.shown,{}
120,31,2025-02-14,main_page.shown,{}
121,31,2025-02-14,item.added,{}
122,31,2025-02-14,cart.shown,{}
123,31,2025-02-14,checkout.shown,{}
124,31,2025-02-14,order.created,"{""order_id"": ""O31_0_9053""}"
125,32,2025-02-27,main_page.shown,{}
126,32,2025-02-27,item.added,{}
127,33,2025-01-27,main_page.shown,{}
128,33,2025-01-27,item.added,{}
129,33,2025-01-27,cart.shown,{}
130,34,2025-01-05,main_page.shown,{}
131,35,2025-02-19,main_page.shown,{}
132,35,2025-02-19,item.added,{}
133,36,2025-01-11,main_page.shown,{}
134,37,2025-01-27,main_page.shown,{}
135,37,2025-01-27,item.added,{}
136,37,2025-01-27,cart.shown,{}
137,38,2025-01-03,main_page.shown,{}
138,39,2025-01-10,main_page.shown,{}
139,39,2025-01-10,item.added,{}
140,39,2025-01-10,cart.shown,{}
141,39,2025-01-10,checkout.shown,{}
142,39,2025-01-10,order.created,"{""order_id"": ""O39_0_1770""}"
143,39,2025-01-17,main_page.shown,{}
144,40,2025-02-08,main_page.shown,{}
145,40,2025-02-08,item.added,{}
146,40,2025-02-08,cart.shown,{}
147,40,2025-02-08,checkout.shown,{}
148,40,2025-02-08,order.created,"{""order_id"": ""O40_0_8730""}"
149,40,2025-02-08,support.feedback_submitted,"{""order_id"": ""O40_0_8730"", ""feedback_id"": ""FB40_0_8941""}"
150,40,2025-02-09,main_page.shown,{}
151,40,2025-02-09,item.added,{}
152,40,2025-02-09,cart.shown,{}
153,40,2025-02-09,checkout.shown,{}
154,40,2025-02-09,order.created,"{""order_id"": ""O40_1_8956""}"
155,41,2025-01-14,main_page.shown,{}
156,41,2025-01-14,item.added,{}
157,41,2025-01-14,cart.shown,{}
158,41,2025-01-14,checkout.shown,{}
159,41,2025-01-14,order.created,"{""order_id"": ""O41_0_6811""}"
160,41,2025-01-17,main_page.shown,{}
161,41,2025-01-17,item.added,{}
162,41,2025-01-17,cart.shown,{}
163,41,2025-01-17,checkout.shown,{}
164,41,2025-01-17,order.created,"{""order_id"": ""O41_1_7229""}"
165,42,2025-01-08,main_page.shown,{}
166,42,2025-01-08,item.added,{}
167,42,2025-01-08,cart.shown,{}
168,42,2025-01-08,checkout.shown,{}
169,42,2025-01-08,order.created,"{""order_id"": ""O42_0_2605""}"
170,43,2025-02-09,main_page.shown,{}
171,44,2025-01-20,main_page.shown,{}
172,45,2025-02-18,main_page.shown,{}
173,46,2025-01-02,main_page.shown,{}
174,46,2025-01-02,item.added,{}
175,46,2025-01-02,cart.shown,{}
176,46,2025-01-02,checkout.shown,{}
177,46,2025-01-02,order.created,"{""order_id"": ""O46_0_2828""}"
178,47,2025-01-02,main_page.shown,{}
179,47,2025-01-02,item.added,{}
180,47,2025-01-02,cart.shown,{}
181,47,2025-01-02,checkout.shown,{}
182,48,2025-01-14,main_page.shown,{}
183,48,2025-01-14,item.added,{}
184,48,2025-01-14,cart.shown,{}
185,49,2025-02-06,main_page.shown,{}
186,49,2025-02-06,item.added,{}
187,49,2025-02-06,cart.shown,{}
188,49,2025-02-06,checkout.shown,{}
189,49,2025-02-06,order.created,"{""order_id"": ""O49_0_8804""}"
190,50,2025-02-20,main_page.shown,{}
191,50,2025-02-20,item.added,{}
192,50,2025-02-20,cart.shown,{}
193,51,2025-01-27,main_page.shown,{}
194,51,2025-01-27,item.added,{}
195,51,2025-01-27,cart.shown,{}
196,52,2025-02-02,main_page.shown,{}
197,52,2025-02-02,item.added,{}
198,52,2025-02-02,cart.shown,{}
199,52,2025-02-02,checkout.shown,{}
200,52,2025-02-02,order.created,"{""order_id"": ""O52_0_1793""}"
201,53,2025-01-12,main_page.shown,{}
202,53,2025-01-12,item.added,{}
203,53,2025-01-12,cart.shown,{}
204,54,2025-02-06,main_page.shown,{}
205,54,2025-02-06,item.added,{}
206,54,2025-02-06,cart.shown,{}
207,54,2025-02-06,checkout.shown,{}
208,55,2025-02-23,main_page.shown,{}
209,55,2025-02-23,item.added,{}
210,55,2025-02-23,cart.shown,{}
211,56,2025-01-26,main_page.shown,{}
212,56,2025-01-26,item.added,{}
213,56,2025-01-26,cart.shown,{}
214,56,2025-01-26,checkout.shown,{}
215,56,2025-01-26,order.created,"{""order_id"": ""O56_0_2990""}"
216,57,2025-01-20,main_page.shown,{}
217,58,2025-02-18,main_page.shown,{}
218,58,2025-02-18,item.added,{}
219,58,2025-02-18,cart.shown,{}
220,58,2025-02-18,checkout.shown,{}
221,58,2025-02-18,order.created,"{""order_id"": ""O58_0_6490""}"
222,59,2025-02-08,main_page.shown,{}
223,60,2025-02-03,main_page.shown,{}
224,60,2025-02-03,item.added,{}
225,60,2025-02-03,cart.shown,{}
226,60,2025-02-03,,{}
227,61,2025-01-03,main_page.shown,{}
228,61,2025-01-03,item.added,{}
229,61,2025-01-03,cart.shown,{}
230,62,2025-02-23,main_page.shown,{}
231,63,2025-01-07,main_page.shown,{}
232,64,2025-02-17,main_page.shown,{}
233,64,2025-02-17,item.added,{}
234,64,2025-02-17,cart.shown,{}
235,64,2025-02-17,checkout.shown,{}
236,64,2025-02-17,order.created,"{""order_id"": ""O64_0_8083""}"
237,65,2025-01-09,main_page.shown,{}
238,65,2025-01-09,item.added,{}
239,66,2025-02-27,main_page.shown,{}
240,66,2025-02-27,item.added,{}
241,66,2025-02-27,cart.shown,{}
242,66,2025-02-27,checkout.shown,{}
243,66,2025-02-27,order.created,"{""order_id"": ""O66_0_1341""}"
244,66,2025-03-01,main_page.shown,{}
245,67,2025-01-01,main_page.shown,{}
246,67,2025-01-01,item.added,{}
247,67,2025-01-01,cart.shown,{}
248,67,2025-01-01,checkout.shown,{}
249,68,2025-01-05,main_page.shown,{}
250,68,2025-01-05,item.added,{}
251,68,2025-01-05,cart.shown,{}
252,68,2025-01-05,checkout.shown,{}
253,68,2025-01-05,order.created,"{""order_id"": ""O68_0_6760""}"
254,68,2025-01-07,main_page.shown,{}
255,69,2025-02-18,main_page.shown,{}
256,69,2025-02-18,item.added,{}
257,69,2025-02-18,cart.shown,{}
258,69,2025-02-18,checkout.shown,{}
259,69,2025-02-18,order.created,"{""order_id"": ""O69_0_6387""}"
260,70,2025-01-23,main_page.shown,{}
261,70,2025-01-23,item.added,{}
262,70,2025-01-23,cart.shown,{}
263,70,2025-01-23,checkout.shown,{}
264,70,2025-01-23,order.created,"{""order_id"": ""O70_0_5278""}"
265,71,2025-02-13,main_page.shown,{}
266,72,2025-01-30,,{}
267,72,2025-01-30,item.added,{}
268,72,2025-01-30,cart.shown,{}
269,72,2025-01-30,checkout.shown,{}
270,72,2025-01-30,,{}
271,73,2025-01-18,main_page.shown,{}
272,73,2025-01-18,item.added,{}
273,73,2025-01-18,cart.shown,{}
274,74,2025-02-06,main_page.shown,{}
275,75,2025-02-15,main_page.shown,{}
276,76,2025-01-07,main_page.shown,{}
277,77,2025-02-23,main_page.shown,{}
278,77,2025-02-23,item.added,{}
279,77,2025-02-23,cart.shown,{}
280,77,2025-02-23,checkout.shown,{}
281,78,2025-02-27,main_page.shown,{}
282,78,2025-02-27,item.added,{}
283,79,2025-02-04,main_page.shown,{}
284,79,2025-02-04,item.added,{}
285,79,2025-02-04,cart.shown,{}
286,79,2025-02-04,checkout.shown,{}
287,80,2025-01-09,main_page.shown,{}
288,80,2025-01-09,item.added,{}
289,80,2025-01-09,cart.shown,{}
290,80,2025-01-09,checkout.shown,{}
291,81,2025-01-13,main_page.shown,{}
292,81,2025-01-13,item.added,{}
293,81,2025-01-13,cart.shown,{}
294,81,2025-01-13,checkout.shown,{}
295,81,2025-01-13,order.created,"{""order_id"": ""O81_0_2704""}"
296,82,2025-02-11,main_page.shown,{}
297,82,2025-02-11,item.added,{}
298,82,2025-02-11,cart.shown,{}
299,82,2025-02-11,checkout.shown,{}
300,82,2025-02-11,order.created,"{""order_id"": ""O82_0_8009""}"
301,82,2025-02-15,main_page.shown,{}
302,82,2025-02-15,item.added,{}
303,83,2025-01-17,main_page.shown,{}
304,83,2025-01-17,item.added,{}
305,83,2025-01-17,cart.shown,{}
306,83,2025-01-17,checkout.shown,{}
307,83,2025-01-17,order.created,"{""order_id"": ""O83_0_9220""}"
308,84,2025-01-17,main_page.shown,{}
309,84,2025-01-17,item.added,{}
310,84,2025-01-17,cart.shown,{}
311,84,2025-01-17,checkout.shown,{}
312,84,2025-01-17,order.created,"{""order_id"": ""O84_0_1988""}"
313,85,2025-01-15,main_page.shown,{}
314,86,2025-01-24,main_page.shown,{}
315,86,2025-01-24,item.added,{}
316,86,2025-01-24,cart.shown,{}
317,87,2025-02-21,,{}
318,87,2025-02-21,item.added,{}
319,87,2025-02-21,cart.shown,{}
320,87,2025-02-21,checkout.shown,{}
321,87,2025-02-21,order.created,"{""order_id"": ""O87_0_8099""}"
322,87,2025-02-21,support.feedback_submitted,"{""order_id"": ""O87_0_8099"", ""feedback_id"": ""FB87_0_9465""}"
323,88,2025-01-25,main_page.shown,{}
324,88,2025-01-25,item.added,{}
325,88,2025-01-25,cart.shown,{}
326,88,2025-01-25,checkout.shown,{}
327,88,2025-01-25,order.created,"{""order_id"": ""O88_0_7047""}"
328,88,2025-01-31,main_page.shown,{}
329,89,2025-02-03,main_page.shown,{}
330,90,2025-01-03,main_page.shown,{}
331,90,2025-01-03,item.added,{}
332,91,2025-01-08,main_page.shown,{}
333,91,2025-01-08,item.added,{}
334,92,2025-01-04,main_page.shown,{}
335,92,2025-01-04,item.added,{}
336,92,2025-01-04,cart.shown,{}
337,92,2025-01-04,checkout.shown,{}
338,92,2025-01-04,order.created,"{""order_id"": ""O92_0_9941""}"
339,92,2025-01-05,main_page.shown,{}
340,92,2025-01-05,item.added,{}
341,92,2025-01-05,cart.shown,{}
342,93,2025-02-27,main_page.shown,{}
343,93,2025-02-27,item.added,{}
344,93,2025-02-27,cart.shown,{}
345,93,2025-02-27,checkout.shown,{}
346,94,2025-02-03,main_page.shown,{}
347,95,2025-02-27,main_page.shown,{}
348,95,2025-02-27,item.added,{}
349,95,2025-02-27,cart.shown,{}
350,95,2025-02-27,checkout.shown,{}
351,95,2025-02-27,order.created,"{""order_id"": ""O95_0_5648""}"
352,96,2025-02-26,main_page.shown,{}
353,96,2025-02-26,item.added,{}
354,96,2025-02-26,cart.shown,{}
355,97,2025-02-23,main_page.shown,{}
356,97,2025-02-23,item.added,{}
357,97,2025-02-23,cart.shown,{}
358,97,2025-02-23,checkout.shown,{}
359,98,2025-02-06,main_page.shown,{}
360,98,2025-02-06,item.added,{}
361,98,2025-02-06,cart.shown,{}
362,99,2025-01-09,main_page.shown,{}
363,99,2025-01-09,item.added,{}
364,100,2025-01-05,main_page.shown,{}
365,100,2025-01-05,item.added,{}
366,100,2025-01-05,,{}
367,101,2025-02-08,main_page.shown,{}
368,101,2025-02-08,item.added,{}
369,101,2025-02-08,cart.shown,{}
370,101,2025-02-08,checkout.shown,{}
371,101,2025-02-08,order.created,"{""order_id"": ""O101_0_7812""}"
372,102,2025-01-17,main_page.shown,{}
373,102,2025-01-17,item.added,{}
374,103,2025-01-01,main_page.shown,{}
375,103,2025-01-01,item.added,{}
376,103,2025-01-01,cart.shown,{}
377,104,2025-02-10,main_page.shown,{}
378,104,2025-02-10,item.added,{}
379,104,2025-02-10,cart.shown,{}
380,104,2025-02-10,checkout.shown,{}
381,104,2025-02-10,order.created,"{""order_id"": ""O104_0_2388""}"
382,105,2025-01-29,main_page.shown,{}
383,105,2025-01-29,item.added,{}
384,105,2025-01-29,cart.shown,{}
385,105,2025-01-29,checkout.shown,{}
386,105,2025-01-29,order.created,"{""order_id"": ""O105_0_2177""}"
387,106,2025-02-13,main_page.shown,{}
388,106,2025-02-13,,{}
389,107,2025-01-25,main_page.shown,{}
390,107,2025-01-25,item.added,{}
391,107,2025-01-25,cart.shown,{}
392,107,2025-01-25,checkout.shown,{}
393,107,2025-01-25,order.created,"{""order_id"": ""O107_0_1105""}"
394,107,2025-01-30,main_page.shown,{}
395,107,2025-01-30,item.added,{}
396,107,2025-01-30,cart.shown,{}
397,107,2025-01-30,checkout.shown,{}
398,107,2025-01-30,order.created,"{""order_id"": ""O107_1_8285""}"
399,108,2025-02-18,main_page.shown,{}
400,108,2025-02-18,item.added,{}
401,108,2025-02-18,cart.shown,{}
402,108,2025-02-18,checkout.shown,{}
403,109,2025-02-03,main_page.shown,{}
404,109,2025-02-03,item.added,{}
405,109,2025-02-03,cart.shown,{}
406,109,2025-02-03,checkout.shown,{}
407,109,2025-02-03,order.created,"{""order_id"": ""O109_0_5358""}"
408,109,2025-02-05,main_page.shown,{}
409,109,2025-02-05,item.added,{}
410,109,2025-02-05,cart.shown,{}
411,109,2025-02-05,checkout.shown,{}
412,110,2025-01-05,main_page.shown,{}
413,110,2025-01-05,item.added,{}
414,110,2025-01-05,cart.shown,{}
415,110,2025-01-05,checkout.shown,{}
416,111,2025-01-23,main_page.shown,{}
417,111,2025-01-23,item.added,{}
418,111,2025-01-23,cart.shown,{}
419,111,2025-01-23,checkout.shown,{}
420,111,2025-01-23,order.created,"{""order_id"": ""O111_0_4719""}"
421,112,2025-01-06,main_page.shown,{}
422,113,2025-02-22,main_page.shown,{}
423,113,2025-02-22,item.added,{}
424,113,2025-02-22,cart.shown,{}
425,114,2025-01-09,main_page.shown,{}
426,114,2025-01-09,item.added,{}
427,114,2025-01-09,cart.shown,{}
428,114,2025-01-09,checkout.shown,{}
429,114,2025-01-09,order.created,"{""order_id"": ""O114_0_9785""}"
430,114,2025-01-12,main_page.shown,{}
431,114,2025-01-12,item.added,{}
432,114,2025-01-12,cart.shown,{}
433,115,2025-01-14,main_page.shown,{}
434,116,2025-02-21,main_page.shown,{}
435,116,2025-02-21,item.added,{}
436,116,2025-02-21,cart.shown,{}
437,116,2025-02-21,checkout.shown,{}
438,116,2025-02-21,,{}
439,116,2025-02-26,main_page.shown,{}
440,116,2025-02-26,item.added,{}
441,116,2025-02-26,cart.shown,{}
442,116,2025-02-26,checkout.shown,{}
443,116,2025-02-26,order.created,"{""order_id"": ""O116_1_9591""}"
444,117,2025-02-08,main_page.shown,{}
445,117,2025-02-08,item.added,{}
446,117,2025-02-08,cart.shown,{}
447,117,2025-02-08,checkout.shown,{}
448,117,2025-02-08,order.created,"{""order_id"": null}"
449,117,2025-02-08,support.feedback_submitted,"{""order_id"": null, ""feedback_id"": ""FB117_0_9433""}"
450,118,2025-02-18,main_page.shown,{}
451,119,2025-02-24,main_page.shown,{}
452,120,2025-02-17,main_page.shown,{}
453,120,2025-02-17,item.added,{}
454,120,2025-02-17,cart.shown,{}
455,121,2025-01-09,main_page.shown,{}
456,121,2025-01-09,item.added,{}
457,121,2025-01-09,cart.shown,{}
458,121,2025-01-09,checkout.shown,{}
459,121,2025-01-09,order.created,"{""order_id"": ""O121_0_9080""}"
460,121,2025-01-09,,{}
461,122,2025-02-27,main_page.shown,{}
462,123,2025-01-19,main_page.shown,{}
463,123,2025-01-19,item.added,{}
464,123,2025-01-19,cart.shown,{}
465,123,2025-01-19,checkout.shown,{}
466,124,2025-01-25,main_page.shown,{}
467,124,2025-01-25,item.added,{}
468,124,2025-01-25,cart.shown,{}
469,125,2025-01-10,main_page.shown,{}
470,126,2025-02-23,main_page.shown,{}
471,126,2025-02-23,item.added,{}
472,126,2025-02-23,cart.shown,{}
473,126,2025-02-23,checkout.shown,{}
474,126,2025-02-23,order.created,"{""order_id"": ""O126_0_3461""}"
475,127,2025-01-12,main_page.shown,{}
476,127,2025-01-12,item.added,{}
477,127,2025-01-12,cart.shown,{}
478,127,2025-01-12,checkout.shown,{}
479,128,2025-01-29,main_page.shown,{}
480,128,2025-01-29,item.added,{}
481,128,2025-01-29,cart.shown,{}
482,128,2025-01-29,checkout.shown,{}
483,128,2025-01-29,order.created,"{""order_id"": ""O128_0_2653""}"
484,128,2025-01-30,main_page.shown,{}
485,128,2025-01-30,item.added,{}
486,128,2025-01-30,cart.shown,{}
487,129,2025-01-27,main_page.shown,{}
488,129,2025-01-27,item.added,{}
489,129,2025-01-27,cart.shown,{}
490,129,2025-01-27,checkout.shown,{}
491,129,2025-01-27,order.created,"{""order_id"": ""O129_0_2778""}"
492,129,2025-01-29,main_page.shown,{}
493,129,2025-01-29,,{}
494,129,2025-01-29,cart.shown,{}
495,129,2025-01-29,checkout.shown,{}
496,129,2025-01-29,order.created,"{""order_id"": ""O129_1_5431""}"
497,129,2025-01-29,support.feedback_submitted,"{""order_id"": ""O129_1_5431"", ""feedback_id"": ""FB129_1_4390""}"
498,130,2025-01-31,main_page.shown,{}
499,130,2025-01-31,item.added,{}
500,130,2025-01-31,cart.shown,{}
501,131,2025-02-16,main_page.shown,{}
502,131,2025-02-16,item.added,{}
503,131,2025-02-16,cart.shown,{}
504,132,2025-01-11,main_page.shown,{}
505,132,2025-01-11,item.added,{}
506,132,2025-01-11,cart.shown,{}
507,132,2025-01-11,checkout.shown,{}
508,133,2025-01-19,main_page.shown,{}
509,134,2025-01-29,main_page.shown,{}
510,134,2025-01-29,item.added,{}
511,134,2025-01-29,cart.shown,{}
512,135,2025-01-24,main_page.shown,{}
513,135,2025-01-24,item.added,{}
514,135,2025-01-24,cart.shown,{}
515,135,2025-01-24,checkout.shown,{}
516,135,2025-01-24,order.created,"{""order_id"": ""O135_0_1162""}"
517,135,2025-01-26,main_page.shown,{}
518,135,2025-01-26,item.added,{}
519,136,2025-01-18,main_page.shown,{}
520,136,2025-01-18,item.added,{}
521,136,2025-01-18,cart.shown,{}
522,136,2025-01-18,checkout.shown,{}
523,137,2025-02-06,main_page.shown,{}
524,138,2025-01-12,main_page.shown,{}
525,138,2025-01-12,item.added,{}
526,138,2025-01-12,cart.shown,{}
527,138,2025-01-12,checkout.shown,{}
528,138,2025-01-12,order.created,"{""order_id"": ""O138_0_5624""}"
529,138,2025-01-15,main_page.shown,{}
530,138,2025-01-15,item.added,{}
531,138,2025-01-15,cart.shown,{}
532,138,2025-01-15,checkout.shown,{}
533,138,2025-01-15,order.created,"{""order_id"": ""O138_1_6774""}"
534,138,2025-01-15,support.feedback_submitted,"{""order_id"": ""O138_1_6774"", ""feedback_id"": ""FB138_1_6879""}"
535,138,2025-01-19,main_page.shown,{}
536,138,2025-01-19,item.added,{}
537,138,2025-01-19,cart.shown,{}
538,139,2025-02-06,main_page.shown,{}
539,139,2025-02-06,item.added,{}
540,139,2025-02-06,cart.shown,{}
541,139,2025-02-06,checkout.shown,{}
542,139,2025-02-06,order.created,"{""order_id"": ""O139_0_5135""}"
543,140,2025-02-15,main_page.shown,{}
544,141,2025-02-15,main_page.shown,{}
545,141,2025-02-15,item.added,{}
546,141,2025-02-15,cart.shown,{}
547,141,2025-02-15,checkout.shown,{}
548,141,2025-02-15,order.created,"{""order_id"": ""O141_0_4864""}"
549,141,2025-02-19,main_page.shown,{}
550,142,2025-02-13,main_page.shown,{}
551,143,2025-01-12,main_page.shown,{}
552,143,2025-01-12,item.added,{}
553,143,2025-01-12,cart.shown,{}
554,143,2025-01-12,checkout.shown,{}
555,143,2025-01-12,order.created,"{""order_id"": ""O143_0_7416""}"
556,144,2025-01-28,main_page.shown,{}
557,144,2025-01-28,item.added,{}
558,144,2025-01-28,cart.shown,{}
559,144,2025-01-28,checkout.shown,{}
560,145,2025-02-22,main_page.shown,{}
561,146,2025-02-08,main_page.shown,{}
562,147,2025-02-20,main_page.shown,{}
563,147,2025-02-20,item.added,{}
564,147,2025-02-20,cart.shown,{}
565,147,2025-02-20,checkout.shown,{}
566,147,2025-02-20,order.created,"{""order_id"": ""O147_0_9472""}"
567,148,2025-01-14,main_page.shown,{}
568,149,2025-01-19,main_page.shown,{}
569,149,2025-01-19,item.added,{}
570,149,2025-01-19,,{}
571,149,2025-01-19,checkout.shown,{}
572,149,2025-01-19,order.created,"{""order_id"": ""O149_0_1040""}"
573,150,2025-01-30,main_page.shown,{}
574,150,2025-01-30,item.added,{}
575,150,2025-01-30,cart.shown,{}
576,151,2025-01-09,main_page.shown,{}
577,152,2025-01-24,main_page.shown,{}
578,152,2025-01-24,item.added,{}
579,152,2025-01-24,cart.shown,{}
580,152,2025-01-24,checkout.shown,{}
581,152,2025-01-24,order.created,"{""order_id"": ""O152_0_4740""}"
582,152,2025-01-27,main_page.shown,{}
583,152,2025-01-27,item.added,{}
584,152,2025-01-27,cart.shown,{}
585,152,2025-01-27,checkout.shown,{}
586,152,2025-01-27,order.created,"{""order_id"": ""O152_1_3800""}"
587,152,2025-01-30,main_page.shown,{}
588,152,2025-01-30,item.added,{}
589,152,2025-01-30,cart.shown,{}
590,153,2025-02-18,main_page.shown,{}
591,153,2025-02-18,item.added,{}
592,153,2025-02-18,cart.shown,{}
593,153,2025-02-18,checkout.shown,{}
594,153,2025-02-18,order.created,"{""order_id"": ""O153_0_7132""}"
595,153,2025-02-24,main_page.shown,{}
596,153,2025-02-24,item.added,{}
597,153,2025-02-24,cart.shown,{}
598,153,2025-02-24,checkout.shown,{}
599,153,2025-02-24,order.created,"{""order_id"": ""O153_1_8922""}"
600,153,2025-02-24,support.feedback_submitted,"{""order_id"": ""O153_1_8922"", ""feedback_id"": ""FB153_1_5658""}"
601,153,2025-02-26,main_page.shown,{}
602,154,2025-01-02,,{}
603,154,2025-01-02,item.added,{}
604,154,2025-01-02,cart.shown,{}
605,154,2025-01-02,checkout.shown,{}
606,155,2025-02-23,main_page.shown,{}
607,155,2025-02-23,item.added,{}
608,155,2025-02-23,cart.shown,{}
609,155,2025-02-23,checkout.shown,{}
610,155,2025-02-23,order.created,"{""order_id"": ""O155_0_2141""}"
611,156,2025-01-20,main_page.shown,{}
612,156,2025-01-20,,{}
613,156,2025-01-20,cart.shown,{}
614,157,2025-01-08,main_page.shown,{}
615,158,2025-01-01,main_page.shown,{}
616,159,2025-01-30,main_page.shown,{}
617,160,2025-01-04,main_page.shown,{}
618,161,2025-01-27,main_page.shown,{}
619,161,2025-01-27,item.added,{}
620,162,2025-02-06,main_page.shown,{}
621,163,2025-01-04,main_page.shown,{}
622,163,2025-01-04,item.added,{}
623,163,2025-01-04,cart.shown,{}
624,164,2025-02-10,main_page.shown,{}
625,164,2025-02-10,item.added,{}
626,164,2025-02-10,cart.shown,{}
627,164,2025-02-10,checkout.shown,{}
628,165,2025-02-08,main_page.shown,{}
629,165,2025-02-08,item.added,{}
630,165,2025-02-08,cart.shown,{}
631,166,2025-01-18,main_page.shown,{}
632,166,2025-01-18,item.added,{}
